1	965
1	103
4	1508
5	1191
6	1509
11	233
14	651
14	882
14	1510
14	1511
14	1238
15	300
15	508
17	1184
19	1440
19	1184
25	1178
25	59
26	1512
26	73
26	1513
28	964
28	297
28	1105
28	1397
28	435
28	891
28	1060
28	1349
28	988
28	1434
28	402
28	545
28	1158
28	1146
28	508
28	968
28	128
28	1480
28	567
28	715
28	187
28	627
34	1376
34	636
35	319
35	1228
1514	1332
37	482
37	1515
37	271
37	794
1516	946
46	1032
46	1517
50	1405
1518	1519
1520	1074
56	238
57	964
59	732
59	774
59	1521
59	1522
60	181
60	262
62	1523
62	1173
62	408
62	1273
1524	1326
1524	551
65	1146
77	1525
77	290
78	1152
78	738
78	1071
78	1248
78	187
78	314
78	425
78	354
78	862
78	841
78	781
78	281
1526	93
79	508
79	682
79	1186
79	627
79	964
79	1527
82	207
84	1054
85	42
1528	270
87	861
88	128
88	402
88	508
88	1529
88	409
88	297
88	1286
88	627
89	108
1530	1531
93	1494
94	1251
94	1532
94	1291
94	1231
94	1020
94	95
98	187
98	711
102	1504
102	367
108	1414
108	498
109	1490
113	508
113	1343
115	737
115	552
119	508
119	627
1533	315
128	297
128	1159
128	1413
134	435
1531	79
1531	187
1531	240
1531	1480
1531	891
1534	416
1534	825
140	964
142	513
142	1206
1508	229
145	22
145	263
145	1354
148	342
153	1287
153	897
153	371
153	1330
153	360
153	432
153	805
1535	271
160	299
160	824
160	271
160	1297
161	1397
161	1033
162	1434
162	1536
163	1537
163	643
164	583
164	498
164	1414
164	751
164	360
164	515
164	432
164	1287
165	187
166	627
1538	424
167	1215
167	629
170	1539
172	1540
173	871
1541	1326
181	262
187	1478
187	220
187	494
187	1021
187	508
187	904
187	1419
187	715
187	590
187	311
187	964
187	1397
187	1503
187	1360
187	401
187	988
187	477
187	781
187	1349
187	1326
187	551
187	149
187	490
187	1105
187	396
187	627
187	1136
187	1480
187	306
187	1434
187	435
190	1283
190	809
191	299
192	1156
195	447
198	1042
199	506
199	1542
200	1196
200	394
200	318
1543	968
209	5
212	1056
214	1199
214	1186
216	1241
219	824
220	1419
221	937
221	577
221	314
221	272
221	781
222	508
222	1146
222	488
222	1397
222	635
226	1207
226	447
226	1544
226	456
226	344
226	195
227	717
227	1167
230	872
230	1038
231	476
237	508
239	1186
239	776
239	917
239	488
239	545
239	682
241	1434
241	1158
243	1077
243	1545
248	983
253	297
255	1504
255	102
255	553
255	856
1546	1298
1546	319
260	1341
260	187
260	1503
266	1517
266	508
267	1547
267	435
267	1416
268	961
268	926
268	124
271	1110
271	1130
271	299
271	570
271	1540
271	1179
271	507
272	937
277	811
277	508
280	717
281	1248
281	627
281	354
281	314
281	5
281	1354
281	187
281	738
281	781
281	1548
281	1301
281	862
281	451
281	715
281	1191
283	1287
283	1173
284	701
284	937
284	738
284	1397
284	1480
296	508
297	435
297	964
297	1549
297	508
297	968
297	1550
297	1158
297	187
297	159
297	1146
297	409
297	1397
297	1354
299	1465
299	848
299	794
299	309
299	763
299	701
299	937
303	797
304	682
305	225
305	1211
306	904
306	1272
306	630
309	1191
311	781
311	998
311	401
311	1347
311	281
311	425
311	857
312	28
312	715
312	891
312	902
312	567
312	508
312	187
312	627
312	435
313	917
314	187
314	1548
314	354
314	1152
314	738
314	862
316	968
316	508
316	856
318	763
318	1551
318	187
318	1058
318	1212
318	677
319	1298
319	1281
319	1228
321	1552
327	336
335	532
339	1032
340	508
344	1271
344	553
344	93
352	444
352	534
352	1055
352	536
1544	451
354	862
354	1013
354	1164
354	738
360	805
360	1330
360	1467
360	751
360	515
360	432
360	1287
360	1506
360	371
360	897
1548	1061
363	627
371	432
371	515
372	1481
377	1553
377	770
379	378
379	1040
379	338
386	1038
394	187
394	627
394	1354
395	1465
396	615
396	867
396	579
396	693
396	488
396	1367
396	508
396	1059
398	1298
1554	555
401	857
401	781
401	937
401	763
401	988
401	715
402	594
402	896
405	435
405	477
406	622
409	577
410	168
416	1555
416	95
419	432
419	577
419	133
419	281
419	314
419	541
419	781
421	1248
422	427
422	105
424	1294
1556	446
425	715
425	1248
425	1152
425	862
425	738
426	1103
426	312
427	1195
427	1438
429	1333
431	627
432	1506
432	515
432	1557
432	635
432	768
432	1330
432	507
432	751
432	1387
432	1396
432	1414
432	498
432	1287
432	1017
432	860
432	1382
432	583
432	805
435	917
435	1415
435	715
435	477
435	508
435	724
435	545
435	627
435	159
435	1412
435	1397
440	507
444	534
444	536
444	1055
451	1419
451	1181
451	627
451	1548
451	567
451	220
451	781
451	311
451	1558
451	790
451	1201
451	1478
451	1136
451	1559
456	293
462	697
463	1064
466	163
466	1157
467	169
471	508
476	576
477	545
477	917
477	1415
480	675
480	1211
483	701
484	632
484	1270
484	1560
484	1561
484	1224
484	1562
484	872
484	1018
484	1563
484	1564
484	701
484	391
487	763
488	1186
488	508
488	930
488	1565
488	545
488	776
489	1101
489	882
489	264
489	1139
489	1492
490	394
492	1039
495	1186
498	1017
498	583
498	176
498	515
498	1414
501	1186
502	326
505	738
507	937
507	1064
507	1406
508	1566
508	616
508	1032
508	1426
508	1219
508	693
508	1146
508	617
508	573
508	964
508	930
508	1288
508	1077
508	1480
508	1275
508	1059
508	1462
508	1156
508	891
508	1205
508	1387
508	1335
508	1186
508	615
508	955
508	627
508	393
508	333
508	1507
508	657
508	1148
508	985
508	1397
508	545
508	1391
508	1127
508	1103
508	1367
508	579
508	1567
509	1568
513	1206
515	1017
515	1414
520	597
523	1211
523	1359
527	670
527	956
527	1397
531	1569
533	1570
533	166
534	536
534	1055
536	1055
538	501
542	1571
542	1572
543	837
545	1201
545	964
545	1186
545	652
545	682
545	968
545	402
545	187
545	1146
545	222
545	917
545	627
545	715
545	776
545	122
545	930
545	1397
549	891
551	1326
551	1573
555	318
560	1574
561	1211
563	705
563	479
563	1575
563	61
563	809
563	1002
567	318
567	220
567	187
567	1419
573	1576
577	937
577	314
577	133
580	1103
583	1414
583	1017
1577	1033
1577	271
1577	1397
1577	824
592	1329
592	1165
592	1222
604	617
604	1148
604	1216
604	1204
605	1023
611	908
615	693
615	1433
615	616
617	1148
617	836
617	1204
617	639
617	1124
617	1216
618	113
619	937
1578	1579
622	775
623	941
627	1146
627	682
627	5
627	361
627	998
627	715
627	1422
627	1191
627	427
627	616
627	669
627	1158
627	1397
628	1158
628	627
628	427
628	1354
628	361
631	736
631	1303
631	1580
631	1427
633	1480
635	1397
635	122
639	1204
639	1216
639	1148
639	604
644	1102
647	910
648	775
654	1300
654	92
658	271
658	311
1581	1241
1581	1513
1581	985
660	1353
660	1343
664	1568
665	545
665	811
669	701
669	545
669	803
671	1271
671	1359
1582	1108
675	1211
678	1440
683	1268
684	392
694	1018
697	1200
701	781
701	937
710	715
715	1397
715	1158
715	311
715	1146
715	1480
715	508
715	1349
715	1503
715	1347
715	988
717	1167
720	1293
724	579
724	710
724	477
724	1415
724	615
724	405
724	214
727	297
1583	547
732	1455
732	1584
734	1014
734	927
737	552
738	862
738	1248
738	1152
740	679
742	1585
747	1039
747	336
751	805
751	1506
751	1017
751	1586
751	176
758	1207
758	306
761	1201
763	937
763	857
1587	261
768	360
771	209
772	904
772	271
772	1040
773	683
773	1268
775	1456
776	1186
780	1541
781	857
781	633
781	354
781	314
781	862
781	1347
781	5
781	763
781	937
781	133
781	1191
781	508
781	998
787	1588
789	447
789	908
790	1136
790	1040
797	562
803	701
803	738
804	928
805	1586
805	1075
805	1506
806	1346
806	905
807	628
811	824
811	1203
812	866
813	318
820	1538
823	60
823	999
823	1200
823	12
823	701
824	187
824	1063
824	271
824	1032
825	95
827	719
829	1167
1563	195
841	214
841	1033
841	652
841	545
841	944
841	1124
841	617
842	1540
842	83
842	1589
846	864
846	1590
846	988
848	401
852	318
852	314
852	763
852	781
852	937
856	604
856	1148
856	1368
856	472
858	1087
861	488
861	1306
866	627
872	1061
882	1032
882	848
891	968
891	187
891	1146
891	1158
891	1397
891	435
891	744
891	1015
891	964
891	1480
891	320
896	594
897	432
897	1287
897	751
897	1506
897	805
899	457
904	1272
905	1591
905	998
905	1592
910	948
913	1182
914	1593
917	122
917	222
917	964
1594	1222
925	1564
927	1014
930	1186
937	1032
937	1159
937	998
937	1507
937	857
940	1161
941	754
941	960
946	984
947	146
948	647
955	802
955	561
956	1397
960	623
962	534
1557	515
1557	371
964	974
964	1310
964	1595
964	1596
964	918
964	220
964	1397
964	1146
964	1186
965	1566
968	627
968	1146
968	1597
968	187
968	1158
968	1397
968	508
968	435
968	1186
968	964
968	715
968	1434
969	233
973	1173
977	976
977	91
977	731
977	1555
977	28
977	1598
978	1167
982	829
982	1073
982	1167
982	227
982	146
988	1590
988	311
988	857
988	864
991	1148
998	1599
998	187
998	1347
999	622
999	1550
1000	681
1001	297
1001	897
1001	682
1001	79
1012	1370
1013	579
1013	1416
1013	502
1013	1555
1013	508
1013	415
1013	1532
1013	1600
1013	657
1013	701
1014	41
1016	93
1017	1414
1018	1231
1019	70
1019	99
1020	1601
1023	1227
1032	1517
1032	763
1038	872
1038	1436
1040	1417
1040	1480
1040	1602
1041	1148
1041	604
1042	1535
1047	194
1047	394
1056	606
1061	1494
1064	763
1064	1177
1064	318
1064	314
1071	1248
1077	1113
1079	1153
1080	475
1087	284
1093	273
1093	1458
1093	1603
1093	695
1093	1499
1093	1604
1093	252
1093	740
1093	1564
1093	856
1093	158
1093	328
1093	294
1093	702
1093	31
1093	1343
1100	1090
1100	706
1103	1605
1103	627
1103	312
1512	1606
1108	1607
1108	1544
1108	1608
1111	824
1116	1609
1122	637
1124	1204
1124	639
1124	1148
1610	1611
1134	1234
1136	1559
1136	1478
1139	223
1141	1204
1141	717
1141	740
1141	1499
1146	402
1146	1158
1146	187
1146	311
1146	1397
1146	1480
1146	361
1146	79
1146	1487
1148	704
1148	1204
1148	848
1148	253
1148	1216
1148	738
1148	875
1148	381
1148	472
1148	836
1148	470
1152	1248
1152	331
1153	1060
1156	322
1156	1193
1156	1337
1158	1443
1159	781
1159	311
1161	1222
1161	1329
1164	1347
1164	187
1164	1248
1170	1169
1172	90
1172	876
1172	1332
1175	1397
1175	1612
1177	1356
1177	427
1177	1131
1177	483
1177	876
1184	1613
1186	293
1186	122
1186	627
1186	1199
1186	347
1186	1614
1186	222
1186	1397
1190	1326
1191	937
1194	1168
1194	150
1195	985
1195	882
1195	447
1195	508
1198	753
1199	239
1200	1192
1201	1356
1201	402
1201	1599
1201	220
1201	111
1201	1527
1201	1419
1201	627
1201	1166
1201	1422
1204	1216
1211	225
1211	1359
1211	1247
1213	1559
1219	28
1219	625
1219	1334
1222	1329
1222	1165
1222	1242
1615	1015
1225	146
1227	605
1616	510
1228	1347
1231	1334
1231	1504
1232	1617
1243	114
1248	790
1248	361
1248	427
1248	314
1251	1088
1254	998
1254	1146
1618	146
1261	1359
1268	174
1268	1619
1274	531
1620	1621
1275	882
1275	1202
1277	1622
1277	831
1277	240
1277	985
1277	1623
1277	1343
1277	1624
1277	113
1277	1504
1277	1530
1280	271
1280	1540
1287	805
1287	1330
1287	1506
1287	371
1287	515
1287	1467
1288	319
1288	627
1291	323
1297	1499
1297	488
1298	1625
1300	92
1305	1185
1305	1499
1306	625
1320	146
1324	1354
1328	723
1328	1544
1328	1359
1328	1626
1330	1017
1331	994
1332	28
1332	615
1332	876
1332	844
1332	1078
1332	508
1332	1167
1332	680
1332	1207
1332	90
1335	1031
1335	945
1341	1365
1341	1503
1341	1627
1345	1405
1356	1397
1358	1386
1358	872
1360	590
1361	1623
1365	1503
1370	318
1370	221
1378	1628
1378	1376
1378	34
1386	824
1391	1335
1394	301
1397	1480
1397	1431
1397	159
1399	1629
1399	1630
1401	739
1401	577
1401	463
1402	1410
1631	1411
1405	3
1405	508
1406	440
1409	1410
1411	1074
1412	682
1416	1465
1421	1372
1423	1015
1423	1241
1423	1271
1432	1632
1434	1565
1633	1100
1633	706
1633	1090
1442	432
1451	1634
1453	1635
1636	853
1457	553
1457	662
1457	447
1463	882
1465	937
1467	1506
1467	371
1468	978
1468	1491
1468	1497
1468	383
1472	1637
1473	1638
1474	1639
1640	284
1477	1640
1477	284
1478	791
1478	1181
1479	1359
1480	435
1493	1359
1493	1038
1493	1544
1493	523
1493	1569
1493	1641
1515	644
1503	220
1503	165
1506	371
1507	1186
