6035	197673	5.0
3818	212752	4.0
3816	191714	5.0
3051	196081	5.0
1659	183517	1.0
990	183386	4.0
2456	183694	5.0
3651	183928	5.0
1193	188578	3.0
2601	202324	5.0
9765	223989	5.0
588	199091	5.0
4614	206880	1.0
267	183247	5.0
7812	218208	1.0
1971	212061	4.0
6802	184808	1.0
1137	197679	4.0
3184	208817	1.0
2307	183655	5.0
6319	214924	4.0
6253	184645	1.0
7646	185003	3.0
2685	183742	3.0
3730	197181	5.0
4650	202744	4.0
3723	186451	5.0
4071	207721	4.0
577	205240	5.0
1556	208365	5.0
833	183370	5.0
4474	184143	1.0
4230	198114	5.0
6581	184753	2.0
2735	209341	4.0
4135	184048	4.0
5873	191601	4.0
2084	223888	5.0
6868	214758	5.0
9785	189995	4.0
547	219660	5.0
3769	187116	5.0
1732	191573	4.0
252	190595	5.0
4953	184273	4.0
6235	184641	1.0
6678	188041	5.0
6642	206229	3.0
1425	215606	4.0
641	204927	4.0
6018	189991	5.0
7352	219110	4.0
8390	197066	4.0
2654	215886	2.0
7247	213769	5.0
4851	184244	1.0
7979	214925	3.0
8289	204919	3.0
9965	185584	1.0
4442	184137	4.0
9	183180	5.0
7785	193177	5.0
128	208891	5.0
1850	211671	3.0
4855	222643	5.0
1877	214915	5.0
289	223285	3.0
7824	219544	3.0
4131	184048	2.0
6531	184726	5.0
1347	183467	5.0
4020	222355	5.0
1165	214600	5.0
3717	185129	5.0
8325	211707	4.0
8009	199698	5.0
6115	215431	4.0
1026	204019	4.0
9194	185414	4.0
8345	185205	1.0
3867	223154	4.0
428	203180	5.0
4655	212847	5.0
4677	184194	2.0
3669	219932	4.0
1925	183577	3.0
732	207932	3.0
7100	184874	1.0
3672	192986	5.0
284	206812	4.0
642	198646	5.0
6519	194441	5.0
713	201003	3.0
1373	205021	5.0
2339	213782	5.0
6706	205481	5.0
2743	213447	4.0
9020	209494	5.0
5867	214809	4.0
7470	189086	5.0
3441	183876	5.0
3094	183802	5.0
485	183283	3.0
8260	199319	2.0
6427	184689	1.0
2288	183652	5.0
151	187194	1.0
5756	214370	5.0
5158	184336	5.0
973	218287	4.0
5684	184497	5.0
3147	183810	5.0
