11979	17606	6.0
17606	11979	6.0
18648	2585	6.0
2585	18648	6.0
11114	17606	6.0
17606	11114	6.0
15181	2920	6.0
2920	15181	6.0
19587	8255	6.0
8255	19587	6.0
514	10103	6.0
10103	514	6.0
14063	13808	6.0
13808	14063	6.0
17701	14979	6.0
14979	17701	6.0
7323	170	6.0
170	7323	6.0
13983	6616	6.0
6616	13983	6.0
188	14619	6.0
14619	188	6.0
13698	530	6.0
530	13698	6.0
7003	18207	6.0
18207	7003	6.0
7543	19190	6.0
19190	7543	6.0
189	15681	6.0
15681	189	6.0
16481	5184	6.0
5184	16481	6.0
3268	13671	6.0
13671	3268	6.0
8796	8291	6.0
8291	8796	6.0
189	7022	6.0
7022	189	6.0
6616	5167	6.0
5167	6616	6.0
5322	14917	6.0
14917	5322	6.0
9333	7808	6.0
7808	9333	6.0
18615	4556	6.0
4556	18615	6.0
18833	10099	6.0
10099	18833	6.0
5962	16567	6.0
16567	5962	6.0
2324	982	6.0
982	2324	6.0
9987	12575	6.0
12575	9987	6.0
4515	16694	6.0
16694	4515	6.0
4728	9277	6.0
9277	4728	6.0
638	10911	6.0
10911	638	6.0
9016	19980	6.0
19980	9016	6.0
6757	1866	6.0
1866	6757	6.0
6674	3297	6.0
3297	6674	6.0
19356	16836	6.0
16836	19356	6.0
5874	9275	6.0
9275	5874	6.0
1519	603	6.0
603	1519	6.0
9149	6233	6.0
6233	9149	6.0
14270	9109	6.0
9109	14270	6.0
7313	1086	6.0
1086	7313	6.0
9987	13525	6.0
13525	9987	6.0
15292	2324	6.0
2324	15292	6.0
1460	3599	6.0
3599	1460	6.0
17614	14476	6.0
14476	17614	6.0
3616	3342	6.0
3342	3616	6.0
7211	6233	6.0
6233	7211	6.0
5603	110	6.0
110	5603	6.0
9149	13754	6.0
13754	9149	6.0
13419	4287	6.0
4287	13419	6.0
4122	7499	6.0
7499	4122	6.0
2388	4901	6.0
4901	2388	6.0
13134	4858	6.0
4858	13134	6.0
1362	9068	6.0
9068	1362	6.0
5879	1850	6.0
1850	5879	6.0
18874	1066	6.0
1066	18874	6.0
17212	19423	6.0
19423	17212	6.0
17313	4664	6.0
4664	17313	6.0
4713	5922	6.0
5922	4713	6.0
2317	1149	6.0
1149	2317	6.0
19038	215	6.0
215	19038	6.0
9855	10963	6.0
10963	9855	6.0
5279	215	6.0
215	5279	6.0
18053	9987	6.0
9987	18053	6.0
18966	14619	6.0
14619	18966	6.0
6269	448	6.0
448	6269	6.0
17232	7808	6.0
7808	17232	6.0
664	5594	6.0
5594	664	6.0
4496	4556	6.0
4556	4496	6.0
9291	7808	6.0
7808	9291	6.0
11845	9704	6.0
9704	11845	6.0
15199	18324	6.0
18324	15199	6.0
19449	13798	6.0
13798	19449	6.0
990	289	6.0
289	990	6.0
8071	8402	6.0
8402	8071	6.0
4013	3508	6.0
3508	4013	6.0
19196	13754	6.0
13754	19196	6.0
27	17457	6.0
17457	27	6.0
13808	10620	6.0
10620	13808	6.0
8278	8059	6.0
8059	8278	6.0
8653	9240	6.0
9240	8653	6.0
540	646	6.0
646	540	6.0
6333	14270	6.0
14270	6333	6.0
5316	17818	6.0
17818	5316	6.0
4536	3438	6.0
3438	4536	6.0
16596	448	6.0
448	16596	6.0
7088	5263	6.0
5263	7088	6.0
3823	1519	6.0
1519	3823	6.0
1213	16694	6.0
16694	1213	6.0
1601	1575	6.0
1575	1601	6.0
10978	4983	6.0
4983	10978	6.0
14834	15292	6.0
15292	14834	6.0
2068	18737	6.0
18737	2068	6.0
5771	8142	6.0
8142	5771	6.0
638	2849	6.0
2849	638	6.0
765	8733	6.0
8733	765	6.0
17835	2023	6.0
2023	17835	6.0
13528	6863	6.0
6863	13528	6.0
19423	14546	6.0
14546	19423	6.0
971	110	6.0
110	971	6.0
8142	2849	6.0
2849	8142	6.0
16474	1311	6.0
1311	16474	6.0
9452	1362	6.0
1362	9452	6.0
8751	15686	6.0
15686	8751	6.0
8330	7808	6.0
7808	8330	6.0
5594	10401	6.0
10401	5594	6.0
1862	7808	6.0
7808	1862	6.0
13795	9704	6.0
9704	13795	6.0
2823	11169	6.0
11169	2823	6.0
8071	6851	6.0
6851	8071	6.0
215	6333	6.0
6333	215	6.0
16265	3157	6.0
3157	16265	6.0
1362	7489	6.0
7489	1362	6.0
2324	9785	6.0
9785	2324	6.0
11838	3523	6.0
3523	11838	6.0
3607	13176	6.0
13176	3607	6.0
9791	982	6.0
982	9791	6.0
4084	9067	6.0
9067	4084	6.0
188	4629	6.0
4629	188	6.0
17835	6233	6.0
6233	17835	6.0
12492	5922	6.0
5922	12492	6.0
3448	11471	6.0
11471	3448	6.0
14270	646	6.0
646	14270	6.0
7088	4373	6.0
4373	7088	6.0
16481	12641	6.0
12641	16481	6.0
8112	3338	6.0
3338	8112	6.0
17100	8260	6.0
8260	17100	6.0
5322	14834	6.0
14834	5322	6.0
10277	1519	6.0
1519	10277	6.0
2170	10340	6.0
10340	2170	6.0
11373	15681	6.0
15681	11373	6.0
12641	8327	6.0
8327	12641	6.0
10059	2849	6.0
2849	10059	6.0
9097	5594	6.0
5594	9097	6.0
4376	3438	6.0
3438	4376	6.0
2423	455	6.0
455	2423	6.0
7003	439	6.0
439	7003	6.0
4122	15681	6.0
15681	4122	6.0
3639	3616	6.0
3616	3639	6.0
12386	11380	6.0
11380	12386	6.0
14619	15600	6.0
15600	14619	6.0
2296	1808	6.0
1808	2296	6.0
7489	8377	6.0
8377	7489	6.0
633	8260	6.0
8260	633	6.0
8392	2023	6.0
2023	8392	6.0
3737	13754	6.0
13754	3737	6.0
6901	227	6.0
227	6901	6.0
11614	514	6.0
514	11614	6.0
13460	13457	6.0
13457	13460	6.0
18324	15199	6.0
15199	18324	6.0
7802	2012	6.0
2012	7802	6.0
4728	6009	6.0
6009	4728	6.0
638	10168	6.0
10168	638	6.0
7350	11153	6.0
11153	7350	6.0
8251	11169	6.0
11169	8251	6.0
10098	10898	6.0
10898	10098	6.0
13698	6333	6.0
6333	13698	6.0
16693	7816	6.0
7816	16693	6.0
2849	646	6.0
646	2849	6.0
10725	9603	6.0
9603	10725	6.0
13769	9855	6.0
9855	13769	6.0
6005	2495	6.0
2495	6005	6.0
8338	9068	6.0
9068	8338	6.0
14619	19449	6.0
19449	14619	6.0
5032	2658	6.0
2658	5032	6.0
14181	4239	6.0
4239	14181	6.0
8291	227	6.0
227	8291	6.0
289	6827	6.0
6827	289	6.0
10963	27	6.0
27	10963	6.0
19337	11380	6.0
11380	19337	6.0
14834	17606	6.0
17606	14834	6.0
5316	5855	6.0
5855	5316	6.0
7575	1439	6.0
1439	7575	6.0
5365	15181	6.0
15181	5365	6.0
15345	6276	6.0
6276	15345	6.0
9128	12641	6.0
12641	9128	6.0
5317	13322	6.0
13322	5317	6.0
11120	8274	6.0
8274	11120	6.0
14066	455	6.0
455	14066	6.0
15199	15181	6.0
15181	15199	6.0
3616	16345	6.0
16345	3616	6.0
3448	16888	6.0
16888	3448	6.0
10911	4542	6.0
4542	10911	6.0
5326	12444	6.0
12444	5326	6.0
2920	10562	6.0
10562	2920	6.0
12942	3764	6.0
3764	12942	6.0
10015	12371	6.0
12371	10015	6.0
10099	4515	6.0
4515	10099	6.0
9149	4668	6.0
4668	9149	6.0
3438	15345	6.0
15345	3438	6.0
3663	17818	6.0
17818	3663	6.0
5913	16476	6.0
16476	5913	6.0
1161	8274	6.0
8274	1161	6.0
2324	9454	6.0
9454	2324	6.0
3752	12575	6.0
12575	3752	6.0
18157	1224	6.0
1224	18157	6.0
17015	1311	6.0
1311	17015	6.0
7489	17670	6.0
17670	7489	6.0
4450	19649	6.0
19649	4450	6.0
18053	13789	6.0
13789	18053	6.0
18251	3197	6.0
3197	18251	6.0
14181	2777	6.0
2777	14181	6.0
13892	5003	6.0
5003	13892	6.0
14488	8377	6.0
8377	14488	6.0
5231	17606	6.0
17606	5231	6.0
14917	2503	6.0
2503	14917	6.0
15585	10089	6.0
10089	15585	6.0
9068	1196	6.0
1196	9068	6.0
11169	17943	6.0
17943	11169	6.0
19196	12694	6.0
12694	19196	6.0
5185	13470	6.0
13470	5185	6.0
188	1214	6.0
1214	188	6.0
494	5697	6.0
5697	494	6.0
3616	227	6.0
227	3616	6.0
10517	14979	6.0
14979	10517	6.0
9291	8328	6.0
8328	9291	6.0
646	110	6.0
110	646	6.0
1149	13457	6.0
13457	1149	6.0
17128	12641	6.0
12641	17128	6.0
9177	3831	6.0
3831	9177	6.0
14487	3311	6.0
3311	14487	6.0
11576	1202	6.0
1202	11576	6.0
7737	1196	6.0
1196	7737	6.0
16957	13457	6.0
13457	16957	6.0
5316	8291	6.0
8291	5316	6.0
3338	8251	6.0
8251	3338	6.0
971	8093	6.0
8093	971	6.0
1311	502	6.0
502	1311	6.0
1311	2495	6.0
2495	1311	6.0
10031	11168	6.0
11168	10031	6.0
1192	8241	6.0
8241	1192	6.0
3644	7927	6.0
7927	3644	6.0
17747	2451	6.0
2451	17747	6.0
3508	9068	6.0
9068	3508	6.0
540	5263	6.0
5263	540	6.0
14788	3523	6.0
3523	14788	6.0
8376	6901	6.0
6901	8376	6.0
19951	3737	6.0
3737	19951	6.0
19449	2926	6.0
2926	19449	6.0
19587	3663	6.0
3663	19587	6.0
12641	8328	6.0
8328	12641	6.0
7808	9739	6.0
9739	7808	6.0
5182	4629	6.0
4629	5182	6.0
9987	17818	6.0
17818	9987	6.0
16384	3774	6.0
3774	16384	6.0
10098	8689	6.0
8689	10098	6.0
2929	982	6.0
982	2929	6.0
502	6233	6.0
6233	502	6.0
7506	7526	6.0
7526	7506	6.0
1519	1850	6.0
1850	1519	6.0
13672	2168	6.0
2168	13672	6.0
17015	2084	6.0
2084	17015	6.0
12741	12742	6.0
12742	12741	6.0
4071	2926	6.0
2926	4071	6.0
12386	8377	6.0
8377	12386	6.0
14960	4515	6.0
4515	14960	6.0
12265	15583	6.0
15583	12265	6.0
691	13134	6.0
13134	691	6.0
1426	18874	6.0
18874	1426	6.0
13528	1222	6.0
1222	13528	6.0
9818	17014	6.0
17014	9818	6.0
1224	5003	6.0
5003	1224	6.0
638	8142	6.0
8142	638	6.0
6615	530	6.0
530	6615	6.0
3816	10884	6.0
10884	3816	6.0
9098	8071	6.0
8071	9098	6.0
19120	2495	6.0
2495	19120	6.0
18374	18102	6.0
18102	18374	6.0
1933	11165	6.0
11165	1933	6.0
10168	6333	6.0
6333	10168	6.0
7992	15345	6.0
15345	7992	6.0
10277	2012	6.0
2012	10277	6.0
19449	6901	6.0
6901	19449	6.0
10725	11127	6.0
11127	10725	6.0
13995	11274	6.0
11274	13995	6.0
188	17014	6.0
17014	188	6.0
16888	15345	6.0
15345	16888	6.0
19118	8130	6.0
8130	19118	6.0
984	7499	6.0
7499	984	6.0
18157	5219	6.0
5219	18157	6.0
2207	5593	6.0
5593	2207	6.0
990	14273	6.0
14273	990	6.0
564	7003	6.0
7003	564	6.0
4247	10745	6.0
10745	4247	6.0
9363	11169	6.0
11169	9363	6.0
11451	227	6.0
227	11451	6.0
6561	11169	6.0
11169	6561	6.0
7088	9921	6.0
9921	7088	6.0
540	3523	6.0
3523	540	6.0
269	2924	6.0
2924	269	6.0
17107	11630	6.0
11630	17107	6.0
19980	5279	6.0
5279	19980	6.0
5879	18530	6.0
18530	5879	6.0
18524	7484	6.0
7484	18524	6.0
530	6285	6.0
6285	530	6.0
16474	4986	6.0
4986	16474	6.0
5003	9068	6.0
9068	5003	6.0
9149	13936	6.0
13936	9149	6.0
15457	15446	6.0
15446	15457	6.0
13671	13808	6.0
13808	13671	6.0
3342	8544	6.0
8544	3342	6.0
18409	15181	6.0
15181	18409	6.0
7003	7489	6.0
7489	7003	6.0
18157	9363	6.0
9363	18157	6.0
5184	1214	6.0
1214	5184	6.0
7489	11588	6.0
11588	7489	6.0
15181	17178	6.0
17178	15181	6.0
250	2810	6.0
2810	250	6.0
5054	8328	6.0
8328	5054	6.0
3448	17148	6.0
17148	3448	6.0
18347	982	6.0
982	18347	6.0
8260	3764	6.0
3764	8260	6.0
12824	9987	6.0
9987	12824	6.0
10911	5314	6.0
5314	10911	6.0
17614	646	6.0
646	17614	6.0
691	1556	6.0
1556	691	6.0
1196	9335	6.0
9335	1196	6.0
4668	5922	6.0
5922	4668	6.0
2113	646	6.0
646	2113	6.0
2926	4728	6.0
4728	2926	6.0
4376	1319	6.0
1319	4376	6.0
15325	3602	6.0
3602	15325	6.0
11503	11153	6.0
11153	11503	6.0
1732	13457	6.0
13457	1732	6.0
13808	2113	6.0
2113	13808	6.0
7600	1936	6.0
1936	7600	6.0
13322	11307	6.0
11307	13322	6.0
3198	3950	6.0
3950	3198	6.0
7211	4542	6.0
4542	7211	6.0
13286	13286	6.0
13286	13286	6.0
13754	645	6.0
645	13754	6.0
5594	8142	6.0
8142	5594	6.0
13783	19310	6.0
19310	13783	6.0
2023	11120	6.0
11120	2023	6.0
